Date,Close
8/4/2016 16:00:00,26.47
8/5/2016 16:00:00,26.87
8/8/2016 16:00:00,27.09
8/9/2016 16:00:00,27.2
8/10/2016 16:00:00,27
8/11/2016 16:00:00,26.98
8/12/2016 16:00:00,27.05
8/15/2016 16:00:00,27.37
8/16/2016 16:00:00,27.35
8/17/2016 16:00:00,27.31
8/18/2016 16:00:00,27.27
8/19/2016 16:00:00,27.34
8/22/2016 16:00:00,27.13
8/23/2016 16:00:00,27.21
8/24/2016 16:00:00,27.01
8/25/2016 16:00:00,26.89
8/26/2016 16:00:00,26.74
8/29/2016 16:00:00,26.71
8/30/2016 16:00:00,26.5
8/31/2016 16:00:00,26.53
9/1/2016 16:00:00,26.68
9/2/2016 16:00:00,26.93
9/6/2016 16:00:00,26.93
9/7/2016 16:00:00,27.09
9/8/2016 16:00:00,26.38
9/9/2016 16:00:00,25.78
9/12/2016 16:00:00,26.36
9/13/2016 16:00:00,26.99
9/14/2016 16:00:00,27.94
9/15/2016 16:00:00,28.89
9/16/2016 16:00:00,28.73
9/19/2016 16:00:00,28.4
9/20/2016 16:00:00,28.39
9/21/2016 16:00:00,28.39
9/22/2016 16:00:00,28.66
9/23/2016 16:00:00,28.18
9/26/2016 16:00:00,28.22
9/27/2016 16:00:00,28.27
9/28/2016 16:00:00,28.49
9/29/2016 16:00:00,28.05
9/30/2016 16:00:00,28.26
10/3/2016 16:00:00,28.13
10/4/2016 16:00:00,28.25
10/5/2016 16:00:00,28.26
10/6/2016 16:00:00,28.47
10/7/2016 16:00:00,28.52
10/10/2016 16:00:00,29.01
10/11/2016 16:00:00,29.08
10/12/2016 16:00:00,29.34
10/13/2016 16:00:00,29.25
10/14/2016 16:00:00,29.41
10/17/2016 16:00:00,29.39
10/18/2016 16:00:00,29.37
10/19/2016 16:00:00,29.28
10/20/2016 16:00:00,29.27
10/21/2016 16:00:00,29.15
10/24/2016 16:00:00,29.41
10/25/2016 16:00:00,29.56
10/26/2016 16:00:00,28.9
10/27/2016 16:00:00,28.62
10/28/2016 16:00:00,28.43
10/31/2016 16:00:00,28.39
11/1/2016 16:00:00,27.87
11/2/2016 16:00:00,27.9
11/3/2016 16:00:00,27.46
11/4/2016 16:00:00,27.21
11/7/2016 16:00:00,27.6
11/8/2016 16:00:00,27.77
11/9/2016 16:00:00,27.72
11/10/2016 16:00:00,26.95
11/11/2016 16:00:00,27.11
11/14/2016 16:00:00,26.43
11/15/2016 16:00:00,26.78
11/16/2016 16:00:00,27.5
11/17/2016 16:00:00,27.49
11/18/2016 16:00:00,27.52
11/21/2016 16:00:00,27.93
11/22/2016 16:00:00,27.95
11/23/2016 16:00:00,27.81
11/25/2016 16:00:00,27.95
11/28/2016 16:00:00,27.89
11/29/2016 16:00:00,27.87
11/30/2016 16:00:00,27.63
12/1/2016 16:00:00,27.37
12/2/2016 16:00:00,27.48
12/5/2016 16:00:00,27.28
12/6/2016 16:00:00,27.49
12/7/2016 16:00:00,27.76
12/8/2016 16:00:00,28.03
12/9/2016 16:00:00,28.49
12/12/2016 16:00:00,28.33
12/13/2016 16:00:00,28.8
12/14/2016 16:00:00,28.8
12/15/2016 16:00:00,28.96
12/16/2016 16:00:00,28.99
12/19/2016 16:00:00,29.16
12/20/2016 16:00:00,29.24
12/21/2016 16:00:00,29.27
12/22/2016 16:00:00,29.07
12/23/2016 16:00:00,29.13
12/27/2016 16:00:00,29.32
12/28/2016 16:00:00,29.19
12/29/2016 16:00:00,29.18
12/30/2016 16:00:00,28.96
1/3/2017 16:00:00,29.04
1/4/2017 16:00:00,29.01
1/5/2017 16:00:00,29.15
1/6/2017 16:00:00,29.48
1/9/2017 16:00:00,29.75
1/10/2017 16:00:00,29.78
1/11/2017 16:00:00,29.94
1/12/2017 16:00:00,29.81
1/13/2017 16:00:00,29.76
1/17/2017 16:00:00,30
1/18/2017 16:00:00,30
1/19/2017 16:00:00,29.95
1/20/2017 16:00:00,30
1/23/2017 16:00:00,30.02
1/24/2017 16:00:00,29.99
1/25/2017 16:00:00,30.47
1/26/2017 16:00:00,30.49
1/27/2017 16:00:00,30.49
1/30/2017 16:00:00,30.41
1/31/2017 16:00:00,30.34
2/1/2017 16:00:00,32.19
2/2/2017 16:00:00,32.13
2/3/2017 16:00:00,32.27
2/6/2017 16:00:00,32.57
2/7/2017 16:00:00,32.88
2/8/2017 16:00:00,33.01
2/9/2017 16:00:00,33.1
2/10/2017 16:00:00,33.03
2/13/2017 16:00:00,33.32
2/14/2017 16:00:00,33.76
2/15/2017 16:00:00,33.88
2/16/2017 16:00:00,33.84
2/17/2017 16:00:00,33.93
2/21/2017 16:00:00,34.17
2/22/2017 16:00:00,34.28
2/23/2017 16:00:00,34.13
2/24/2017 16:00:00,34.17
2/27/2017 16:00:00,34.23
2/28/2017 16:00:00,34.25
3/1/2017 16:00:00,34.95
3/2/2017 16:00:00,34.74
3/3/2017 16:00:00,34.95
3/6/2017 16:00:00,34.84
3/7/2017 16:00:00,34.88
3/8/2017 16:00:00,34.75
3/9/2017 16:00:00,34.67
3/10/2017 16:00:00,34.78
3/13/2017 16:00:00,34.8
3/14/2017 16:00:00,34.75
3/15/2017 16:00:00,35.12
3/16/2017 16:00:00,35.17
3/17/2017 16:00:00,35
3/20/2017 16:00:00,35.37
3/21/2017 16:00:00,34.96
3/22/2017 16:00:00,35.35
3/23/2017 16:00:00,35.23
3/24/2017 16:00:00,35.16
3/27/2017 16:00:00,35.22
3/28/2017 16:00:00,35.95
3/29/2017 16:00:00,36.03
3/30/2017 16:00:00,35.98
3/31/2017 16:00:00,35.92
4/3/2017 16:00:00,35.92
4/4/2017 16:00:00,36.19
4/5/2017 16:00:00,36.01
4/6/2017 16:00:00,35.92
4/7/2017 16:00:00,35.84
4/10/2017 16:00:00,35.79
4/11/2017 16:00:00,35.41
4/12/2017 16:00:00,35.45
4/13/2017 16:00:00,35.26
4/17/2017 16:00:00,35.46
4/18/2017 16:00:00,35.3
4/19/2017 16:00:00,35.17
4/20/2017 16:00:00,35.61
4/21/2017 16:00:00,35.57
4/24/2017 16:00:00,35.91
4/25/2017 16:00:00,36.13
4/26/2017 16:00:00,35.92
4/27/2017 16:00:00,35.95
4/28/2017 16:00:00,35.91
5/1/2017 16:00:00,36.65
5/2/2017 16:00:00,36.88
5/3/2017 16:00:00,36.77
5/4/2017 16:00:00,36.63
5/5/2017 16:00:00,37.24
5/8/2017 16:00:00,38.25
5/9/2017 16:00:00,38.5
5/10/2017 16:00:00,38.32
5/11/2017 16:00:00,38.49
5/12/2017 16:00:00,39.03
5/15/2017 16:00:00,38.92
5/16/2017 16:00:00,38.87
5/17/2017 16:00:00,37.56
5/18/2017 16:00:00,38.14
5/19/2017 16:00:00,38.27
5/22/2017 16:00:00,38.5
5/23/2017 16:00:00,38.45
5/24/2017 16:00:00,38.34
5/25/2017 16:00:00,38.47
5/26/2017 16:00:00,38.4
5/30/2017 16:00:00,38.42
5/31/2017 16:00:00,38.19
6/1/2017 16:00:00,38.3
6/2/2017 16:00:00,38.86
6/5/2017 16:00:00,38.48
6/6/2017 16:00:00,38.61
6/7/2017 16:00:00,38.84
6/8/2017 16:00:00,38.75
6/9/2017 16:00:00,37.24
6/12/2017 16:00:00,36.35
6/13/2017 16:00:00,36.65
6/14/2017 16:00:00,36.29
6/15/2017 16:00:00,36.07
6/16/2017 16:00:00,35.57
6/19/2017 16:00:00,36.59
6/20/2017 16:00:00,36.25
6/21/2017 16:00:00,36.47
6/22/2017 16:00:00,36.41
6/23/2017 16:00:00,36.57
6/26/2017 16:00:00,36.46
6/27/2017 16:00:00,35.93
6/28/2017 16:00:00,36.46
6/29/2017 16:00:00,35.92
6/30/2017 16:00:00,36.01
7/3/2017 16:00:00,35.88
7/5/2017 16:00:00,36.02
7/6/2017 16:00:00,35.68
7/7/2017 16:00:00,36.05
7/10/2017 16:00:00,36.27
7/11/2017 16:00:00,36.38
7/12/2017 16:00:00,36.44
7/13/2017 16:00:00,36.94
7/14/2017 16:00:00,37.26
7/17/2017 16:00:00,37.39
7/18/2017 16:00:00,37.52
7/19/2017 16:00:00,37.76
7/20/2017 16:00:00,37.59
7/21/2017 16:00:00,37.57
7/24/2017 16:00:00,38.02
7/25/2017 16:00:00,38.19
7/26/2017 16:00:00,38.37
7/27/2017 16:00:00,37.64
7/28/2017 16:00:00,37.38
7/31/2017 16:00:00,37.18
8/1/2017 16:00:00,37.51
8/2/2017 16:00:00,39.28
8/3/2017 16:00:00,38.89
8/4/2017 16:00:00,39.1
8/7/2017 16:00:00,39.7
8/8/2017 16:00:00,40.02
8/9/2017 16:00:00,40.27
8/10/2017 16:00:00,38.83
8/11/2017 16:00:00,39.37
8/14/2017 16:00:00,39.96
8/15/2017 16:00:00,40.4
8/16/2017 16:00:00,40.24
8/17/2017 16:00:00,39.47
8/18/2017 16:00:00,39.38
8/21/2017 16:00:00,39.3
8/22/2017 16:00:00,39.95
8/23/2017 16:00:00,39.99
8/24/2017 16:00:00,39.82
8/25/2017 16:00:00,39.97
8/28/2017 16:00:00,40.37
8/29/2017 16:00:00,40.73
8/30/2017 16:00:00,40.84
8/31/2017 16:00:00,41
9/1/2017 16:00:00,41.01
9/5/2017 16:00:00,40.52
9/6/2017 16:00:00,40.48
9/7/2017 16:00:00,40.32
9/8/2017 16:00:00,39.66
9/11/2017 16:00:00,40.38
9/12/2017 16:00:00,40.22
9/13/2017 16:00:00,39.91
9/14/2017 16:00:00,39.57
9/15/2017 16:00:00,39.97
9/18/2017 16:00:00,39.67
9/19/2017 16:00:00,39.68
9/20/2017 16:00:00,39.02
9/21/2017 16:00:00,38.35
9/22/2017 16:00:00,37.97
9/25/2017 16:00:00,37.64
9/26/2017 16:00:00,38.28
9/27/2017 16:00:00,38.56
9/28/2017 16:00:00,38.32
9/29/2017 16:00:00,38.53
10/2/2017 16:00:00,38.45
10/3/2017 16:00:00,38.62
10/4/2017 16:00:00,38.37
10/5/2017 16:00:00,38.85
10/6/2017 16:00:00,38.83
10/9/2017 16:00:00,38.96
10/10/2017 16:00:00,38.98
10/11/2017 16:00:00,39.14
10/12/2017 16:00:00,39
10/13/2017 16:00:00,39.25
10/16/2017 16:00:00,39.97
10/17/2017 16:00:00,40.12
10/18/2017 16:00:00,39.94
10/19/2017 16:00:00,38.99
10/20/2017 16:00:00,39.06
10/23/2017 16:00:00,39.04
10/24/2017 16:00:00,39.28
10/25/2017 16:00:00,39.1
10/26/2017 16:00:00,39.35
10/27/2017 16:00:00,40.76
10/30/2017 16:00:00,41.68
10/31/2017 16:00:00,42.26
11/1/2017 16:00:00,41.72
11/2/2017 16:00:00,42.03
11/3/2017 16:00:00,43.13
11/6/2017 16:00:00,43.56
11/7/2017 16:00:00,43.7
11/8/2017 16:00:00,44.06
11/9/2017 16:00:00,43.97
11/10/2017 16:00:00,43.67
11/13/2017 16:00:00,43.49
11/14/2017 16:00:00,42.84
11/15/2017 16:00:00,42.27
11/16/2017 16:00:00,42.78
11/17/2017 16:00:00,42.54
11/20/2017 16:00:00,42.5
11/21/2017 16:00:00,43.29
11/22/2017 16:00:00,43.74
11/24/2017 13:00:00,43.74
11/27/2017 16:00:00,43.52
11/28/2017 16:00:00,43.27
11/29/2017 16:00:00,42.37
11/30/2017 16:00:00,42.96
12/1/2017 16:00:00,42.76
12/4/2017 16:00:00,42.45
12/5/2017 16:00:00,42.41
12/6/2017 16:00:00,42.25
12/7/2017 16:00:00,42.33
12/8/2017 16:00:00,42.34
12/11/2017 16:00:00,43.17
12/12/2017 16:00:00,42.93
12/13/2017 16:00:00,43.07
12/14/2017 16:00:00,43.06
12/15/2017 16:00:00,43.49
12/18/2017 16:00:00,44.11
12/19/2017 16:00:00,43.64
12/20/2017 16:00:00,43.59
12/21/2017 16:00:00,43.75
12/22/2017 16:00:00,43.75
12/26/2017 16:00:00,42.64
12/27/2017 16:00:00,42.65
12/28/2017 16:00:00,42.77
12/29/2017 16:00:00,42.31
1/2/2018 16:00:00,43.07
1/3/2018 16:00:00,43.06
1/4/2018 16:00:00,43.26
1/5/2018 16:00:00,43.75
1/8/2018 16:00:00,43.59
1/9/2018 16:00:00,43.58
1/10/2018 16:00:00,43.57
1/11/2018 16:00:00,43.82
1/12/2018 16:00:00,44.27
1/16/2018 16:00:00,44.05
1/17/2018 16:00:00,44.78
1/18/2018 16:00:00,44.82
1/19/2018 16:00:00,44.62
1/22/2018 16:00:00,44.25
1/23/2018 16:00:00,44.26
1/24/2018 16:00:00,43.56
1/25/2018 16:00:00,42.78
1/26/2018 16:00:00,42.88
1/29/2018 16:00:00,41.99
1/30/2018 16:00:00,41.74
1/31/2018 16:00:00,41.86
2/1/2018 16:00:00,41.95
2/2/2018 16:00:00,40.13
2/5/2018 16:00:00,39.12
2/6/2018 16:00:00,40.76
2/7/2018 16:00:00,39.89
2/8/2018 16:00:00,38.79
2/9/2018 16:00:00,39.1
2/12/2018 16:00:00,40.68
2/13/2018 16:00:00,41.09
2/14/2018 16:00:00,41.84
2/15/2018 16:00:00,43.25
2/16/2018 16:00:00,43.11
2/20/2018 16:00:00,42.96
2/21/2018 16:00:00,42.77
2/22/2018 16:00:00,43.13
2/23/2018 16:00:00,43.88
2/26/2018 16:00:00,44.74
2/27/2018 16:00:00,44.6
2/28/2018 16:00:00,44.53
3/1/2018 16:00:00,43.75
3/2/2018 16:00:00,44.05
3/5/2018 16:00:00,44.21
3/6/2018 16:00:00,44.17
3/7/2018 16:00:00,43.76
3/8/2018 16:00:00,44.24
3/9/2018 16:00:00,45
3/12/2018 16:00:00,45.43
3/13/2018 16:00:00,44.99
3/14/2018 16:00:00,44.61
3/15/2018 16:00:00,44.66
3/16/2018 16:00:00,44.51
3/19/2018 16:00:00,43.83
3/20/2018 16:00:00,43.81
3/21/2018 16:00:00,42.82
3/22/2018 16:00:00,42.21
3/23/2018 16:00:00,41.24
3/26/2018 16:00:00,43.19
3/27/2018 16:00:00,42.09
3/28/2018 16:00:00,41.62
3/29/2018 16:00:00,41.95
4/2/2018 16:00:00,41.67
4/3/2018 16:00:00,42.1
4/4/2018 16:00:00,42.9
4/5/2018 16:00:00,43.2
4/6/2018 16:00:00,42.1
4/9/2018 16:00:00,42.51
4/10/2018 16:00:00,43.31
4/11/2018 16:00:00,43.11
4/12/2018 16:00:00,43.54
4/13/2018 16:00:00,43.68
4/16/2018 16:00:00,43.96
4/17/2018 16:00:00,44.56
4/18/2018 16:00:00,44.46
4/19/2018 16:00:00,43.2
4/20/2018 16:00:00,41.43
4/23/2018 16:00:00,41.31
4/24/2018 16:00:00,40.74
4/25/2018 16:00:00,40.91
4/26/2018 16:00:00,41.06
4/27/2018 16:00:00,40.58
4/30/2018 16:00:00,41.32
5/1/2018 16:00:00,42.28
5/2/2018 16:00:00,44.14
5/3/2018 16:00:00,44.22
5/4/2018 16:00:00,45.96
5/7/2018 16:00:00,46.29
5/8/2018 16:00:00,46.51
5/9/2018 16:00:00,46.84
5/10/2018 16:00:00,47.51
5/11/2018 16:00:00,47.15
5/14/2018 16:00:00,47.04
5/15/2018 16:00:00,46.61
5/16/2018 16:00:00,47.05
5/17/2018 16:00:00,46.75
5/18/2018 16:00:00,46.58
5/21/2018 16:00:00,46.91
5/22/2018 16:00:00,46.79
5/23/2018 16:00:00,47.09
5/24/2018 16:00:00,47.04
5/25/2018 16:00:00,47.15
5/29/2018 16:00:00,46.98
5/30/2018 16:00:00,46.88
5/31/2018 16:00:00,46.72
6/1/2018 16:00:00,47.56
6/4/2018 16:00:00,47.96
6/5/2018 16:00:00,48.33
